sample_size,power,mcse,method,lower,upper,p_value_power
145,0.988,0.003443254274665176,LR,0.9812513456320426,0.9947486543679573,0.988
145,1,0,OLR,1,1,1
150,0.987,0.0035820385257559714,GLM_Gamma,0.9799793334982834,0.9940206665017166,0.987
150,0.99,0.003146426544510456,GLM_Gaussian,0.9838331172927587,0.9961668827072413,0.989
150,0.879,0.010313049985334114,Log_LR,0.8587867934579838,0.8992132065420162,0.878
150,0.991,0.0029864694875387575,LR,0.9851466273634962,0.9968533726365038,0.991
150,1,0,OLR,1,1,1
155,0.983,0.004087909000944127,GLM_Gamma,0.9749878455860724,0.9910121544139275,0.983
155,0.987,0.0035820385257559714,GLM_Gaussian,0.9799793334982834,0.9940206665017166,0.986
155,0.918,0.008676174272108645,Log_LR,0.9009950109030741,0.935004989096926,0.916
155,0.989,0.0032983329122452166,LR,0.9825353862829762,0.9954646137170238,0.989
155,1,0,OLR,1,1,1
160,0.983,0.004087909000944127,GLM_Gamma,0.9749878455860724,0.9910121544139275,0.983
160,0.988,0.003443254274665176,GLM_Gaussian,0.9812513456320426,0.9947486543679573,0.988
160,0.917,0.008724161850859943,Log_LR,0.8999009569770162,0.9340990430229839,0.917
160,0.989,0.0032983329122452166,LR,0.9825353862829762,0.9954646137170238,0.989
160,1,0,OLR,1,1,1
